taxon,level,source,description,desc_len
Erebidae,family,wikipedia.org,"Adult moths of Erebidae have quadrifid forewings and usually quadrifine hindwings, meaning that each wing includes a cubital vein that splits into four (explained further in the Classification section). The tribe Micronoctuini instead has bifine hindwings (meaning this same vein splits into two). Aside from this, adult Erebidae usually have an unscaled clypeofrons and broad forewings, and the hindwings often have patterns. Scoliopteryginae, Calpinae and some Erebinae have modified proboscises to pierce fruit skins. Lymantriinae and some Arctiina (Arctiinae) instead have a highly reduced proboscis. The overall appearance may be colourful (e.g. Arctiinae, Aganainae) or cryptic (e.g. Herminiinae).
Larvae are usually smooth in appearance, but larvae of Arctiinae (woolly bears) and Lymantriinae are hairy. Larvae of Arctiinae and Lymantriinae have fully developed prolegs, Aganainae and Herminiinae have fully developed or slightly reduced prolegs, and prolegs in some other subfamilies are reduced or absent as an adaptation to arboreal living (semi-loopers).",1066
Erebidae,family,artfakta.se,,0
Limacodidae,family,butterfliesandmoths.org,"The Limacodids are members of the Superfamily Zygaenoidea, and there are about fifty North American species in this family. They are medium to medium-small moths with stout, often hairy bodies, and broad, rounded wings. Most are brown or yellowish with contrasting forewing markings. Adults have small heads, short labial palps, and short or absent maxillary palps and probosces. Typical wingspan is 1.5-4.3 cm. Larvae can be naked or densely hairy, and they usually have stinging hairs. These caterpillars move like slugs, gliding on their prolegs and suckers. They feed on a variety of woody and herbaceous plants and overwinter in loose, oval cocoons.",654
Limacodidae,family,wikipedia.org,"The Limacodidae or Eucleidae  are a family of moths in the superfamily Zygaenoidea or the Cossoidea; the placement is in dispute. They are often called slug moths because their caterpillars bear a distinct resemblance to slugs.  They are also called cup moths because of the shape of their cocoons.
The larvae are often liberally covered in protective stinging hairs, and are mostly tropical, but occur worldwide, with about 1800 described species and probably many more as yet undescribed species.


== Description ==


=== Moths ===
They are small, hairy moths, with reduced or absent mouthparts and fringed wings. They often perch with their abdomens sticking out at 90° from their thoraces and wings. North American moths are mostly cryptic browns, sometimes marked with white or green, but the hag moth mimics bees.


=== Pupae ===
The final instar constructs a silk cocoon and hardens it with calcium oxalate excreted from its Malpighian tubules. Cocoons have a circular escape hatch, formed from a line of weakness in the silk matrix. It is forced open just prior to emergence of the adult.


=== Caterpillars ===
The larvae are typically very flattened, and instead of prolegs, they have suckers. The thoracic legs are reduced, but always present, and they move by rolling waves rather than walking with individual prolegs. They even use a lubricant, a kind of liquefied silk, to move.
Larvae might be confused with the similarly flattened larvae of lycaenid butterflies, but those caterpillars have prolegs, are always longer than they are wide, and are always densely covered in short or long setae (hair-like bristles). The head is extended during feeding in the lycaenids, but remains covered in the Limacodidae.
Many limacodid larvae are green and fairly smooth (e.g. yellow-shouldered slug), but others have tubercles with urticating hairs and may have bright warning colours. The sting can be quite potent, causing severe pain.
The larval head is concealed under folds. First-instars skeletonise the leaf (avoiding small veins and eating mostly one surface), but later instars eat the whole leaf, usually from the underside. Many species seem to feed on several genera of host plants.
Limacodidae larvae in temperate forests of eastern North America prefer glabrous leaves, presumably because the trichomes of pubescent leaves interfere with their movement.

		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


=== Eggs ===
Eggs are flattened and thin. They are highly transparent and the larva can be seen developing inside. They may be laid singly or in clusters on leaves.


== Ecological importance ==
Limacodidae (e.g. Latoia viridissima, Parasa lepida, Penthocrates meyrick, Aarodia nana) have caused serious defoliation of palms.


== Notable species ==
Hag moth or monkey slug (Phobetron pithecium)
Ochre-winged hag moth or yellow-shouldered slug (Lithacodes fasciola)
Spiny oak slug (Euclea delphinii)
Crowned slug (Isa textula)
Skiff moth (Prolimacodes badia)
Nettle caterpillar (Latoia viridissima)
Saddleback caterpillar (Acharia stimulea)


== References ==


== External links ==

[1] Brisbane Limacodids, with photo of cocoon.
[2] Moths of Borneo",3252
Limacodidae,family,artfakta.se,,0
Noctuidae,family,butterfliesandmoths.org,"The Noctuids are members of the Superfamily Noctuoidea. Worldwide in distribution, this family is the largest in the Lepidoptera and has approximately 20,000 species. About 2,900 of these are found in North America, and there is wide variation in appearance and behavior. Most moths are gray to brown in color and have line or spots on their wings. Some species are brightly colored. They are small to large in size, and most species are medium-sized with wingspans 2 - 4.5 cm. When at rest, adults of most species hold their wings above their bodies like a roof. Noctuids are typically nocturnal, though some species are diurnal. Most larvae feed on plant foliage, dead leaves, lichens, and fungi; many are serious forest pests. Some species are leaf miners, others are stem- or leaf-borers, and still others feed at night on plant shoots. Noctuid moths pupate in cells in soil, in plant cavities, or in silk cocoons.",918
Noctuidae,family,wikipedia.org,"Adult: Most noctuid adults have wings with a variety of shades of browns, grays, and other varied shades and colourations but some subfamilies, such as Acronictinae and Agaristinae, are very colorful, especially those from tropical regions (e.g. Baorisa hieroglyphica). They are characterized by a structure in the metathorax called the nodular sclerite or epaulette, which separates the tympanum and the conjunctiva in the tympanal organ. It functions to keep parasites (Acari) out of the tympanal cavity. Another characteristic in this group is trifine hindwing venation, by reduction or absence of the second medial vein (M2).
Markings present on the wings of noctuid adults can be helpful in distinguishing species.  From the basal location to the outer edge (proximal to distal) on the forewing, there is a claviform (club-shaped) stigma, horizontally oriented with the thicker end closer to the wing's outer edge, located posterior to a discal (round) stigma.  These are followed distally by a reniform (kidney-shaped) stigma, which is typically oriented with its concave side facing the wing's outer edge.  It is often not possible to discern all of the stigmata on all specimens or species.  Crossbands or crosslines may be present, oriented longitudinally from the leading to the trailing edge of the wing.
Larva: Commonly green or brown; some species present bright colors, such as the camphorweed cucullia moth (Cucullia alfarata). Most are pudgy and smooth with rounded short heads and few setae, but there are some exceptions in some subfamilies (e.g. Acronictinae and Pantheinae).
Pupa: The pupae most often range from shiny brown to dark brown. When they newly pupate they are bright brownish orange, but after a few days start to get darker.
Eggs: Vary in colors, but all have a spherical shape.",1811
Noctuidae,family,artfakta.se,,0
Nepticulidae,family,butterfliesandmoths.org,The Nepticulidae is a family of small moths that occur worldwide. They are characterized by having eye caps over the eyes. This group contains some of the smallest moths in the world with wingspans of only 3 mm. The tiny larvae to this group are mostly leafminers.,264
Nepticulidae,family,wikipedia.org,"The minute larvae usually are leaf miners but some species also mine seeds or bark of trees. The Pectinivalvinae, characterised by a ""pectinifer"" on the valve of the male genitalia, are endemic to Australia, where they mine the leaves of the tree families Myrtaceae (Scoble, 1983) or Cunoniaceae (Eucryphiaceae), and Elaeocarpaceae (Hoare, 2000). This Australian group probably constitutes the sister group of other pigmy moths (the subfamily Nepticulinae), which is distributed around the world except Antarctica (Davis, 1999). Many species undoubtedly await description, especially in tropical areas.
Typical nepticulid moth leaf mines referable to the genera Stigmella and Ectoedemia are known from mid-Cretaceous fossils around 97 million years old.",753
Nepticulidae,family,artfakta.se,"Dvärgmalar förekommer i alla världsdelar utom Antarktis. Familjen omfattar elva släkten med ungefär 800 beskrivna arter. I Norden finns fem släkten med 96 kända arter, men ytterligare ett par obeskrivna ­arter väntar på beskrivning. Några arter har en om­debatterad status och kan eventuellt komma att betraktas som synonymer i framtiden. Som namnet antyder tillhör dvärgmalarna världens minsta fjärilar, hos nordiska arter med ett vingspann på 3–10 mm. Ögonlocken är normalt vita eller gulvita och täcker ögonen mer eller mindre då fjärilen vilar. Hanens vingkopplingsapparat består av ett frenulumborst på bakvingens framkant och detta borst är instucket i en serie krökta fjäll vid framvingens framkant. Honan har fler och tunnare frenulumborst, som på samma sätt är inpassade i en rad krökta fjäll, ofta placerade en liten bit under framkanten. Larverna minerar växter, de minor som larverna gör inuti värdväxten är ofta art­typiska.",937
Lasiocampidae,family,butterfliesandmoths.org,"Lasiocampid moths are medium-sized with hairy bodies that usually exceed hindwing in length. Wingspan is 2.5-5.8 cm., and ocelli are absent. In both sexes, the antennae are bipectinate to the tips. When resting, these moths hold their wings like a roof over their bodies. Larvae are colorful, longitudinally striped, and densely hairy. Some species are serious pests in forests and on shade trees. Larvae of some species build communal webs (or ""tents"") in trees for protection from predators, leaving these webs to feed on foliage of the host tree, and other deciduous trees and shrubs. Moths of this family pupate in a cocoon. Silk from some species has been used for cloth, but it is carded and spun - a different technique than used for silk from the Silkworm Moth.",769
Lasiocampidae,family,wikipedia.org,"Caterpillars of this family are large and are most often hairy, especially on their sides. Most have skin flaps on their prolegs and a pair of dorsal glands on their abdomens. They feed on leaves of many different trees and shrubs, and often use these same plants to camouflage their cocoons. Some species are called tent caterpillars due to their habit of living together in nests spun of silk.
As adults, the moths in this family are large bodied with broad wings and may still have the characteristic elongated mouth parts, or have reduced mouthparts and not feed as adults. They are either diurnal or nocturnal. Females lay a large number of eggs which are flat in appearance and either smooth or slightly pitted. In tent caterpillars, the eggs are deposited in masses and covered with a material that hardens in air. Females are generally larger and slower than the males, but the sexes otherwise resemble each other. Moths are typically brown or grey, with hairy legs and bodies.

A family of moths mostly of large size. Palpi porrect and generally large; proboscis absent; eyes small; antennae bipectinate in both sexes; legs generally with minute terminal pairs of spurs to mid and hind tibia and rather hairy. Fore wing with vein 1a not forked with b; 1c rarely present; the cell medial in position; veins 6 and 7 from the angle; veins 9 and 10 always stalked and from beyond the angle. Hind wing with two internal veins; 6 and 7 arising very near the base; 8 curved and almost touching 7 or connected with it by a bar, thus forming a precostal cell; accessory costal veinlets generally present. Frenulum absent. Larva with lateral downwardly-directed tufts of hair, and often subdorsal tufts or dorsal humps on anterior somites thickly clothed with hair. Cocoon closely woven of silk and hair.",1803
Lasiocampidae,family,artfakta.se,Familjen omfattar kraftigt byggda arter som ofta uppvisar tydlig könsdimorfism. Fjärilarna intar ingen näring. Larverna är kraftigt behårade. Flertalet arter lever i skogsmiljöer men några förekommer på öppna gräsmarker. Larven av en art kan emellanåt orsaka skogsskador även i Norden.,285
Lacturidae,family,butterfliesandmoths.org,"Lacturidae is a family of brightly colored tropical moths that have been previously placed in Plutellidae, Yponomeutidae and Hyponomeutidae.  There are 6 North American species all in the genus <em>Lactura</em> and all of which were previously placed in the Yponomeutidae.",272
Lacturidae,family,wikipedia.org,"The Lacturidae comprise a family of moths in the superfamily Zygaenoidea. Brightly coloured tropical moths, the Lacturidae have been previously placed in the Plutellidae, Yponomeutidae, and Hyponomeutidae.


== Selected genera ==
Anticrates
Gymnogramma
Lactura


== References ==
Heppner, J.B., 1995: Lacturidae, new family (Lepidoptera: Zygaenoidea). Tropical Lepidoptera Research 6 (2): 146–148. Full article: [1].
Pitkin, B. & P. Jenkins. Butterflies and Moths of the World: Generic Names and their Type-species. Natural History Museum.[2]


== External links ==
 Media related to Lacturidae at Wikimedia Commons
 Data related to Lacturidae at Wikispecies
ala.org.au Archived 2016-03-04 at the Wayback Machine Images of Australian Lacturidae",744
Lacturidae,family,artfakta.se,,0
Hyblaeidae,family,butterfliesandmoths.org,,0
Hyblaeidae,family,wikipedia.org,"Hyblaeidae are the ""teak moths"", a family of insects in the Lepidopteran order. The two genera with about 18 species make up one of the two families of the Hyblaeoidea superfamily (the other family being the monotypic Prodidactidae), which in the past has been included in the Pyraloidea. 
Recent phylogenetic studies find varying relationships of Hyblaeoidea among Ditrysian Lepidoptera: Mutanen et al. (2010) find the superfamily to group either with Pyraloidea, or – more often – with Thyridoidea or butterflies. The results of Wahlberg et al. (2013) and Heikilä et al. (2015) indicate a sister-group relationship with Pyraloidea.
Males have a specialised ""hair-pencil"" on the hindleg.
The genus Hyblaea is distributed throughout the Old World tropics, and Torone in the Neotropics. Caterpillar host plants are well known and comprise almost exclusively species of the families Bignoniaceae, Verbenaceae, the mangrove families Avicenniaceae and Rhizophoraceae and a few other families.


== References ==


== Sources ==
Firefly Encyclopedia of Insects and Spiders, edited by Christopher O'Toole, ISBN 1-55297-612-2, 2002


== External links ==

Tree of Life
Hyblaeidae of Australia
Natural History Museum hosts database
Hyblaea constellata Accessed 4 Mar 2007
Caterpillar of Hyblaea puera Cramer Accessed 4 Mar 2007 Archived 13 October 2006 at the Wayback Machine
CSIRO Slideshow of Hyblaeidae",1397
Hyblaeidae,family,artfakta.se,,0
Hepialidae,family,butterfliesandmoths.org,"The Hepialidae are members of the Superfamily Hepialoidea. There are more than 600 named species found worldwide, with high diversity in Australia and Africa, and about 20 species in America north of Mexico. Adults are large to very large moths (wingspan 2-25 cm) and include some of the largest Lepidoptera in the world. Adults are short-lived, and species found in North America are typically yellowish, brownish, or grayish. Females carry enormous numbers of eggs. Males form groups that fly together in swarms at dusk as a courtship ritual. Caterpillars are elongate and cylindrical, and live in tunnels in the soil or bore into stems of living trees and shrubs. The complete life cycle takes 1-2 years.",707
