taxon,level,source,description,desc_len
Macara alydda,species,wikipedia.org,"Macara alydda is a moth of the family Megalopygidae. It was described by Herbert Druce in 1887. It is found in Costa Rica and Napo Province, Ecuador. The habitat consists of montane cloud forests.
The forewings are dark silky brown, with the outer margin, from the apex to the anal angle, broadly banded with pale fawn. There is a series of silvery white spots (which have black dots on the side nearest the base) on the inner side of the pale colour. There are two black spots close to the apex and a pale-fawn mark at the end of the cell. The hindwings are uniform pale silky grey.
The larvae have been recorded feeding on a wide range of host plants, including Miconia capitellata, Miconia dielsii, Monochaetum lineatum, Andesanthus lepidotus (syn. Tibouchina lepidota), Nectandra species, Gunnera brephogea, Disterigma acuminatum, Psammisia species, Croton species, Alchornea pearcei, Alchornea grandis, Acalypha scandens, Acalypha macrstachya, Acalypha platyphylla, Erythrina edulis, Weinmania balbisiana, Clusia multiflora, Cayaponia macrocalix, Chusquea scandens and Rubus species. Early instar larvae feed in large groups.


== Subspecies ==
Macara alydda alydda
Macara alydda nigella (Dognin, 1916)


== References ==",1226
Macara alydda,species,ukmoths.org.uk,,0
Macara alydda,species,butterfliesandmoths.org,,0
Macara alydda,species,nrm.se,,0
Macara alydda,species,animaldiversity.org,,0
Macara alydda,species,artfakta.se,,0
Hysterocladia eriphua,species,wikipedia.org,"Hysterocladia eriphua is a moth of the Megalopygidae family. It was described by Paul Dognin in 1914. It is found in Panama.


== References ==",143
Hysterocladia eriphua,species,ukmoths.org.uk,,0
Hysterocladia eriphua,species,butterfliesandmoths.org,,0
Hysterocladia eriphua,species,nrm.se,,0
Hysterocladia eriphua,species,animaldiversity.org,,0
Hysterocladia eriphua,species,artfakta.se,,0
Coamorpha innoxia,species,wikipedia.org,"Coamorpha innoxia is a species of moths in the family Megalopygidae. It is found in Costa Rica.
The wingspan is about 32 mm. The forewings are greyish brown with a white spot at the base and a white streak below the cell, interrupted by veins 2 and 3. There is a white streak above the basal half of the inner margin and there is some white on the extreme inner margin on the outer half. The fringe is white with dark spots at the end of the veins, and faint terminal white markings between the veins.


== References ==",520
Coamorpha innoxia,species,ukmoths.org.uk,,0
Coamorpha innoxia,species,butterfliesandmoths.org,,0
Coamorpha innoxia,species,nrm.se,,0
Coamorpha innoxia,species,animaldiversity.org,,0
Coamorpha innoxia,species,artfakta.se,,0
Aithorape roseicornis,species,wikipedia.org,"Aithorape roseicornis, known as the rosy crown satin or Dognin's satin, is a moth of the family Megalopygidae. It was described by Paul Dognin in 1899. It is found in Colombia, Ecuador and Peru, where it inhabits rainforests and cloudforests at altitudes between 200 and 1,200 meters.


== References ==",303
Aithorape roseicornis,species,ukmoths.org.uk,,0
Aithorape roseicornis,species,butterfliesandmoths.org,,0
Aithorape roseicornis,species,nrm.se,,0
Aithorape roseicornis,species,animaldiversity.org,,0
Aithorape roseicornis,species,artfakta.se,,0
Repnoa imparilis,species,wikipedia.org,"Repnoa is a genus of moths in the family Megalopygidae. It contains only one species, Repnoa imparilis, which is found in French Guiana.
The wingspan is about 24 millimetres (0.94 in). The antennae are ochreous and the palpi and frons blackisli brown. There are white hairs at the base of the antennae. The vertex is pale yellow and the collar and thorax are dark grey. The patagia is white and the abdomen is brown, black above, whitish underneath. There is a subdorsal patch at the base, and pale yellow anal hairs. The forewings are grey, with the costa, veins and fringe white and with a faint whitish shade from the cell at vein 2 to the inner margin. The hindwings are darker grey, with the fringe white and with a whitish spot at the end of the cell.


== Subspecies ==
Repnoa imparilis imparilis
Repnoa imparilis alba Hopp, 1927


== References ==

Beccaloni, George; et al. (eds.). ""Search Results Family: Megalopygidae"". The Global Lepidoptera Names Index. Natural History Museum, London.


== Further reading ==
Dognin, Paul (1922). ""Repnoa amazonica sp. nov."". Hétérocères nouveaux de l'Amérique du Sud. Vol. 20. Rennes: Imprimerie Oberthur. p. 29.",1160
Repnoa imparilis,species,ukmoths.org.uk,,0
Repnoa imparilis,species,butterfliesandmoths.org,,0
Repnoa imparilis,species,nrm.se,,0
Repnoa imparilis,species,animaldiversity.org,,0
Repnoa imparilis,species,artfakta.se,,0
Aleyda accipiter,species,wikipedia.org,,0
Aleyda accipiter,species,ukmoths.org.uk,,0
Aleyda accipiter,species,butterfliesandmoths.org,,0
Aleyda accipiter,species,nrm.se,,0
Aleyda accipiter,species,animaldiversity.org,,0
Aleyda accipiter,species,artfakta.se,,0
Podalia walkerensis,species,wikipedia.org,"Podalia walkerensis is a moth of the family Megalopygidae. It was described by Walter Hopp in 1935. It is found in Peru.


== References ==",139
Podalia walkerensis,species,ukmoths.org.uk,,0
Podalia walkerensis,species,butterfliesandmoths.org,,0
Podalia walkerensis,species,nrm.se,,0
Podalia walkerensis,species,animaldiversity.org,,0
Podalia walkerensis,species,artfakta.se,,0
Bedosia dulcis,species,wikipedia.org,,0
Bedosia dulcis,species,ukmoths.org.uk,,0
Bedosia dulcis,species,butterfliesandmoths.org,,0
Bedosia dulcis,species,nrm.se,,0
Bedosia dulcis,species,animaldiversity.org,,0
Bedosia dulcis,species,artfakta.se,,0
Bedosia ligina,species,wikipedia.org,,0
Bedosia ligina,species,ukmoths.org.uk,,0
Bedosia ligina,species,butterfliesandmoths.org,,0
Bedosia ligina,species,nrm.se,,0
Bedosia ligina,species,animaldiversity.org,,0
Bedosia ligina,species,artfakta.se,,0
Lacosoma valera,species,wikipedia.org,,0
Lacosoma valera,species,ukmoths.org.uk,,0
Lacosoma valera,species,butterfliesandmoths.org,,0
Lacosoma valera,species,nrm.se,,0
Lacosoma valera,species,animaldiversity.org,,0
Lacosoma valera,species,artfakta.se,,0
Lacosoma syrinx,species,wikipedia.org,,0
Lacosoma syrinx,species,ukmoths.org.uk,,0
Lacosoma syrinx,species,butterfliesandmoths.org,,0
Lacosoma syrinx,species,nrm.se,,0
Lacosoma syrinx,species,animaldiversity.org,,0
Lacosoma syrinx,species,artfakta.se,,0
Lacosoma lygia,species,wikipedia.org,,0
Lacosoma lygia,species,ukmoths.org.uk,,0
Lacosoma lygia,species,butterfliesandmoths.org,,0
Lacosoma lygia,species,nrm.se,,0
Lacosoma lygia,species,animaldiversity.org,,0
Lacosoma lygia,species,artfakta.se,,0
Lacosoma briasia,species,wikipedia.org,,0
Lacosoma briasia,species,ukmoths.org.uk,,0
Lacosoma briasia,species,butterfliesandmoths.org,,0
Lacosoma briasia,species,nrm.se,,0
Lacosoma briasia,species,animaldiversity.org,,0
Lacosoma briasia,species,artfakta.se,,0
Alheita pulla,species,wikipedia.org,,0
Alheita pulla,species,ukmoths.org.uk,,0
Alheita pulla,species,butterfliesandmoths.org,,0
Alheita pulla,species,nrm.se,,0
Alheita pulla,species,animaldiversity.org,,0
Alheita pulla,species,artfakta.se,,0
Alheita beroalda,species,wikipedia.org,,0
Alheita beroalda,species,ukmoths.org.uk,,0
Alheita beroalda,species,butterfliesandmoths.org,,0
Alheita beroalda,species,nrm.se,,0
Alheita beroalda,species,animaldiversity.org,,0
Alheita beroalda,species,artfakta.se,,0
Druentica zikana,species,wikipedia.org,,0
Druentica zikana,species,ukmoths.org.uk,,0
Druentica zikana,species,butterfliesandmoths.org,,0
Druentica zikana,species,nrm.se,,0
Druentica zikana,species,animaldiversity.org,,0
Druentica zikana,species,artfakta.se,,0
Druentica partha,species,wikipedia.org,,0
Druentica partha,species,ukmoths.org.uk,,0
Druentica partha,species,butterfliesandmoths.org,,0
Druentica partha,species,nrm.se,,0
Druentica partha,species,animaldiversity.org,,0
Druentica partha,species,artfakta.se,,0
Druentica inscita,species,wikipedia.org,"Druentica inscita is a moth of the family Mimallonidae. It is native to Mexico, and was thought to have been introduced to Hawaii for biological control of Clidemia hirta. However, recent research has suggested that the species introduced to Hawaii was misidentified, and is now known to be Druentica coralie (Herbin, 2016).
The larvae cut and fold the leaves of Clidemia hirta and Miconia acinodendrum to form a feeding shelter. They are green with brown stripes and are about 50 mm long.


== References ==


== External links ==
Review And Status Of Biological Control Of Clidemia In Hawaii",593
Druentica inscita,species,ukmoths.org.uk,,0
Druentica inscita,species,butterfliesandmoths.org,,0
Druentica inscita,species,nrm.se,,0
Druentica inscita,species,animaldiversity.org,,0
Druentica inscita,species,artfakta.se,,0
Druentica alsa,species,wikipedia.org,,0
Druentica alsa,species,ukmoths.org.uk,,0
Druentica alsa,species,butterfliesandmoths.org,,0
Druentica alsa,species,nrm.se,,0
Druentica alsa,species,animaldiversity.org,,0
Druentica alsa,species,artfakta.se,,0
Roelmana prominens,species,wikipedia.org,,0
Roelmana prominens,species,ukmoths.org.uk,,0
Roelmana prominens,species,butterfliesandmoths.org,,0
Roelmana prominens,species,nrm.se,,0
Roelmana prominens,species,animaldiversity.org,,0
Roelmana prominens,species,artfakta.se,,0
Roelmana maloba,species,wikipedia.org,,0
Roelmana maloba,species,ukmoths.org.uk,,0
Roelmana maloba,species,butterfliesandmoths.org,,0
Roelmana maloba,species,nrm.se,,0
Roelmana maloba,species,animaldiversity.org,,0
Roelmana maloba,species,artfakta.se,,0
Cicinnus tuisana,species,wikipedia.org,,0
Cicinnus tuisana,species,ukmoths.org.uk,,0
Cicinnus tuisana,species,butterfliesandmoths.org,,0
Cicinnus tuisana,species,nrm.se,,0
Cicinnus tuisana,species,animaldiversity.org,,0
Cicinnus tuisana,species,artfakta.se,,0
Cicinnus solvens,species,wikipedia.org,,0
Cicinnus solvens,species,ukmoths.org.uk,,0
Cicinnus solvens,species,butterfliesandmoths.org,,0
Cicinnus solvens,species,nrm.se,,0
Cicinnus solvens,species,animaldiversity.org,,0
Cicinnus solvens,species,artfakta.se,,0
Cicinnus pudens,species,wikipedia.org,,0
Cicinnus pudens,species,ukmoths.org.uk,,0
Cicinnus pudens,species,butterfliesandmoths.org,,0
Cicinnus pudens,species,nrm.se,,0
Cicinnus pudens,species,animaldiversity.org,,0
Cicinnus pudens,species,artfakta.se,,0
Cicinnus latris,species,wikipedia.org,,0
Cicinnus latris,species,ukmoths.org.uk,,0
Cicinnus latris,species,butterfliesandmoths.org,,0
Cicinnus latris,species,nrm.se,,0
Cicinnus latris,species,animaldiversity.org,,0
Cicinnus latris,species,artfakta.se,,0
Cicinnus incerta,species,wikipedia.org,,0
Cicinnus incerta,species,ukmoths.org.uk,,0
Cicinnus incerta,species,butterfliesandmoths.org,,0
Cicinnus incerta,species,nrm.se,,0
Cicinnus incerta,species,animaldiversity.org,,0
Cicinnus incerta,species,artfakta.se,,0
Bedosiallo volucris,species,wikipedia.org,,0
Bedosiallo volucris,species,ukmoths.org.uk,,0
Bedosiallo volucris,species,butterfliesandmoths.org,,0
Bedosiallo volucris,species,nrm.se,,0
Bedosiallo volucris,species,animaldiversity.org,,0
Bedosiallo volucris,species,artfakta.se,,0
Bedosia turgida,species,wikipedia.org,,0
Bedosia turgida,species,ukmoths.org.uk,,0
Bedosia turgida,species,butterfliesandmoths.org,,0
Bedosia turgida,species,nrm.se,,0
Bedosia turgida,species,animaldiversity.org,,0
Bedosia turgida,species,artfakta.se,,0
Bedosia fraterna,species,wikipedia.org,,0
Bedosia fraterna,species,ukmoths.org.uk,,0
Bedosia fraterna,species,butterfliesandmoths.org,,0
Bedosia fraterna,species,nrm.se,,0
Bedosia fraterna,species,animaldiversity.org,,0
Bedosia fraterna,species,artfakta.se,,0
Trogoptera althora,species,wikipedia.org,,0
Trogoptera althora,species,ukmoths.org.uk,,0
Trogoptera althora,species,butterfliesandmoths.org,,0
Trogoptera althora,species,nrm.se,,0
Trogoptera althora,species,animaldiversity.org,,0
Trogoptera althora,species,artfakta.se,,0
Podalia tympania,species,wikipedia.org,"The forewings and hindwings are pale brown, the forewings with the costal margin and the spaces between the veins on the costal half of the wing streaked with white. The fringe of both wings is pale brown.",205
Podalia tympania,species,ukmoths.org.uk,,0
Podalia tympania,species,butterfliesandmoths.org,,0
Podalia tympania,species,nrm.se,,0
Podalia tympania,species,animaldiversity.org,,0
Podalia tympania,species,artfakta.se,,0
Podalia orsilochus,species,wikipedia.org,"Podalia orsilochus is a moth of the Megalopygidae family. It was described by Pieter Cramer in 1775. It is found in Mexico, Costa Rica, Brazil, Guyana and Venezuela.
The wingspan is 65 mm. The forewings are white, the markings light olivaceous brown. There is a small black spot at the base below the median and a broad median shade, darkest along the upper portion of the cell, crossed by whitish shades between the veins and limited by a broad white post-medial line, which is followed by cuneiform streaks and spots. There is also a terminal row of spots between the veins. The hindwings are white, the space below the cell and inner margin shaded with olivaceous brown. There are also some faint terminal spots.


== References ==


== External links ==
Matías N.Sánchez et al.: Understanding toxicological implications of accidents with caterpillars Megalopyge lanata and Podalia orsilochus (Lepidoptera: Megalopygidae). In: Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology; Volume 216, February 2019, Pages 110-119; doi:10.1016/j.cbpc.2018.11.011",1077
Podalia orsilochus,species,ukmoths.org.uk,,0
Podalia orsilochus,species,butterfliesandmoths.org,"Family: Megalopygidae
Identification: The forewings are white, the markings light olivaceous brown. There is a small black spot at the base below the median and a broad median shade, darkest along the upper portion of the cell, crossed by whitish shades between the veins and limited by a broad white post-medial line, which is followed by cuneiform streaks and spots. There is also a terminal row of spots between the veins. The hindwings are white, the space below the cell and inner margin shaded with olivaceous brown. There are also some faint terminal spots. (Wikipedia)
Wing Span: 65 mm (Wikipedia)
Taxonomy Notes: BOLD now places this sp. in subfamily Megalopyginae, which is not yet in the BAMONA database.",715
Podalia orsilochus,species,nrm.se,,0
Podalia orsilochus,species,animaldiversity.org,,0
Podalia orsilochus,species,artfakta.se,,0
Eloria festiva,species,wikipedia.org,,0
Eloria festiva,species,ukmoths.org.uk,,0
Eloria festiva,species,butterfliesandmoths.org,,0
Eloria festiva,species,nrm.se,,0
Eloria festiva,species,animaldiversity.org,,0
Eloria festiva,species,artfakta.se,,0
Caviria vinasia,species,wikipedia.org,,0
Caviria vinasia,species,ukmoths.org.uk,,0
Caviria vinasia,species,butterfliesandmoths.org,,0
Caviria vinasia,species,nrm.se,,0
Caviria vinasia,species,animaldiversity.org,,0
Caviria vinasia,species,artfakta.se,,0
Caviria regina,species,wikipedia.org,,0
Caviria regina,species,ukmoths.org.uk,,0
Caviria regina,species,butterfliesandmoths.org,,0
Caviria regina,species,nrm.se,,0
Caviria regina,species,animaldiversity.org,,0
Caviria regina,species,artfakta.se,,0
Caviria comes,species,wikipedia.org,,0
Caviria comes,species,ukmoths.org.uk,,0
Caviria comes,species,butterfliesandmoths.org,,0
Caviria comes,species,nrm.se,,0
Caviria comes,species,animaldiversity.org,,0
Caviria comes,species,artfakta.se,,0
Vipsophobetron marisa,species,wikipedia.org,,0
Vipsophobetron marisa,species,ukmoths.org.uk,,0
Vipsophobetron marisa,species,butterfliesandmoths.org,,0
Vipsophobetron marisa,species,nrm.se,,0
Vipsophobetron marisa,species,animaldiversity.org,,0
Vipsophobetron marisa,species,artfakta.se,,0
Vipsophobetron davisi,species,wikipedia.org,,0
Vipsophobetron davisi,species,ukmoths.org.uk,,0
Vipsophobetron davisi,species,butterfliesandmoths.org,,0
Vipsophobetron davisi,species,nrm.se,,0
Vipsophobetron davisi,species,animaldiversity.org,,0
Vipsophobetron davisi,species,artfakta.se,,0
Vipsania rosabella,species,wikipedia.org,,0
Vipsania rosabella,species,ukmoths.org.uk,,0
Vipsania rosabella,species,butterfliesandmoths.org,,0
Vipsania rosabella,species,nrm.se,,0
Vipsania rosabella,species,animaldiversity.org,,0
Vipsania rosabella,species,artfakta.se,,0
Vipsania melanois,species,wikipedia.org,,0
Vipsania melanois,species,ukmoths.org.uk,,0
Vipsania melanois,species,butterfliesandmoths.org,,0
Vipsania melanois,species,nrm.se,,0
Vipsania melanois,species,animaldiversity.org,,0
Vipsania melanois,species,artfakta.se,,0
Venadicodia ruthaea,species,wikipedia.org,,0
Venadicodia ruthaea,species,ukmoths.org.uk,,0
Venadicodia ruthaea,species,butterfliesandmoths.org,,0
Venadicodia ruthaea,species,nrm.se,,0
Venadicodia ruthaea,species,animaldiversity.org,,0
Venadicodia ruthaea,species,artfakta.se,,0
Venadicodia denderia,species,wikipedia.org,,0
Venadicodia denderia,species,ukmoths.org.uk,,0
Venadicodia denderia,species,butterfliesandmoths.org,,0
Venadicodia denderia,species,nrm.se,,0
Venadicodia denderia,species,animaldiversity.org,,0
Venadicodia denderia,species,artfakta.se,,0
Venadicodia caneti,species,wikipedia.org,,0
Venadicodia caneti,species,ukmoths.org.uk,,0
Venadicodia caneti,species,butterfliesandmoths.org,,0
Venadicodia caneti,species,nrm.se,,0
Venadicodia caneti,species,animaldiversity.org,,0
Venadicodia caneti,species,artfakta.se,,0
Tanadema neutra,species,wikipedia.org,,0
Tanadema neutra,species,ukmoths.org.uk,,0
Tanadema neutra,species,butterfliesandmoths.org,,0
Tanadema neutra,species,nrm.se,,0
Tanadema neutra,species,animaldiversity.org,,0
Tanadema neutra,species,artfakta.se,,0
Talima weissi,species,wikipedia.org,,0
Talima weissi,species,ukmoths.org.uk,,0
Talima weissi,species,butterfliesandmoths.org,,0
Talima weissi,species,nrm.se,,0
Talima weissi,species,animaldiversity.org,,0
Talima weissi,species,artfakta.se,,0
Talima rubicolor,species,wikipedia.org,,0
Talima rubicolor,species,ukmoths.org.uk,,0
Talima rubicolor,species,butterfliesandmoths.org,,0
Talima rubicolor,species,nrm.se,,0
Talima rubicolor,species,animaldiversity.org,,0
Talima rubicolor,species,artfakta.se,,0
Talima erojasi,species,wikipedia.org,,0
Talima erojasi,species,ukmoths.org.uk,,0
Talima erojasi,species,butterfliesandmoths.org,,0
Talima erojasi,species,nrm.se,,0
Talima erojasi,species,animaldiversity.org,,0
Talima erojasi,species,artfakta.se,,0
Talima emilia,species,wikipedia.org,,0
Talima emilia,species,ukmoths.org.uk,,0
Talima emilia,species,butterfliesandmoths.org,,0
Talima emilia,species,nrm.se,,0
Talima emilia,species,animaldiversity.org,,0
Talima emilia,species,artfakta.se,,0
Talima beckeri,species,wikipedia.org,,0
Talima beckeri,species,ukmoths.org.uk,,0
Talima beckeri,species,butterfliesandmoths.org,,0
Talima beckeri,species,nrm.se,,0
Talima beckeri,species,animaldiversity.org,,0
Talima beckeri,species,artfakta.se,,0
Talima aurora,species,wikipedia.org,,0
Talima aurora,species,ukmoths.org.uk,,0
Talima aurora,species,butterfliesandmoths.org,,0
Talima aurora,species,nrm.se,,0
Talima aurora,species,animaldiversity.org,,0
Talima aurora,species,artfakta.se,,0
Semyra irena,species,wikipedia.org,,0
Semyra irena,species,ukmoths.org.uk,,0
Semyra irena,species,butterfliesandmoths.org,,0
Semyra irena,species,nrm.se,,0
Semyra irena,species,animaldiversity.org,,0
Semyra irena,species,artfakta.se,,0
Eloria lucida,species,wikipedia.org,,0
Eloria lucida,species,ukmoths.org.uk,,0
Eloria lucida,species,butterfliesandmoths.org,,0
Eloria lucida,species,nrm.se,,0
Eloria lucida,species,animaldiversity.org,,0
Eloria lucida,species,artfakta.se,,0
Podalia thanathos,species,wikipedia.org,,0
Podalia thanathos,species,ukmoths.org.uk,,0
Podalia thanathos,species,butterfliesandmoths.org,,0
Podalia thanathos,species,nrm.se,,0
Podalia thanathos,species,animaldiversity.org,,0
Podalia thanathos,species,artfakta.se,,0
Eloria moesta,species,wikipedia.org,,0
Eloria moesta,species,ukmoths.org.uk,,0
Eloria moesta,species,butterfliesandmoths.org,,0
Eloria moesta,species,nrm.se,,0
Eloria moesta,species,animaldiversity.org,,0
Eloria moesta,species,artfakta.se,,0
Eloria sixola,species,wikipedia.org,,0
Eloria sixola,species,ukmoths.org.uk,,0
Eloria sixola,species,butterfliesandmoths.org,,0
Eloria sixola,species,nrm.se,,0
Eloria sixola,species,animaldiversity.org,,0
Eloria sixola,species,artfakta.se,,0
Podalia dimidiata,species,wikipedia.org,"Podalia dimidiata is a moth of the Megalopygidae family. It was described by Gottlieb August Wilhelm Herrich-Schäffer in 1856. It is found in Brazil.


== References ==",168
Podalia dimidiata,species,ukmoths.org.uk,,0
Podalia dimidiata,species,butterfliesandmoths.org,,0
Podalia dimidiata,species,nrm.se,,0
Podalia dimidiata,species,animaldiversity.org,,0
Podalia dimidiata,species,artfakta.se,,0
Podalia contigua,species,wikipedia.org,"Podalia contigua is a moth of the Megalopygidae family. It was described by Francis Walker in 1866.


== References ==",118
Podalia contigua,species,ukmoths.org.uk,,0
Podalia contigua,species,butterfliesandmoths.org,,0
Podalia contigua,species,nrm.se,,0
Podalia contigua,species,animaldiversity.org,,0
Podalia contigua,species,artfakta.se,,0
